LON,LAT,resource_t,org_name,address,contact_na,contact_ti,phone,email,optional_r
-85.7641013,38.2429908,Farmers' Market,Old Louisville FarmWorks Market,"Louisville, KY 40203",Russ  Gritton,,(502) 343-8251,rgritton@bardstowncable.net,
-84.8418926,38.536456,Farmers' Market,Owen County Farm And Craft Market,"Owenton, KY 40359",Ginny Miller,,(502) 484-5703,ginny.cook@uky.edu,
-87.0424393,37.750555,Farmers' Market,Owensboro Regional Farmers' Market,"Owensboro, KY 42303",Bruce Kunze,,(270) 685-8480,bkunze1@aol.com,http://www.owensbororegionalfarmersmarket.org/
-83.6749145,37.4761991,Farmers' Market,Owsley County Farmers' Market,"Booneville, KY 41314",Paul  Sizemore,,(606) 593-5109,psizemor@uky.edu,
-88.6000478,37.0833893,Farmers' Market,Paducah Homegrown Farmers' Market,"Paducah, KY 42001",Molly Tomasallo Johnson,,(270) 444-8508,mtjohnson@paducahky.gov,http://paducahky.gov/farmers-market
-84.2529869,38.2097987,Farmers' Market,Paris-Bourbon County Farmers' Market,"Paris, KY 40361",Gwen Dever,,(859) 987-6614,info@bourboncountyfarmersmarket.com,
-84.3302142,38.6767372,Farmers' Market,Pendleton County Farmers' Market,"Falmouth, KY 41040",Lindie Huffman,,(859) 654-3395,lindie.huffman@uky.edu,http://pendleton.ca.uky.edu/FarmersMarket
-83.1932284,37.24954,Farmers' Market,Perry County Farmers' Market,"Hazard, KY 41701",Emily Whitaker,,,perrycountyfarmersmarket@gmail.com,
-85.7230719,38.2415063,Farmers' Market,Phoenix Hill NuLu Farmers' Market,"Louisville, KY 40204",Cindy Brown Kinloch,,,phoenixhillmarket@gmail.com,
-82.5187629,37.4792672,Farmers' Market,Pikeville Farmers' Market,"Pikeville, KY 41501",Suzanne Stumbo,,(606) 432-2534,sstum1@uky.edu,http://pike.ca.uky.edu/content/pikeville-farmers-market
-83.8582525,37.8456373,Farmers' Market,Powell County Farmers' Market,"Stanton, KY 40380",Valerie Stewart,,(606) 663-6405,vstewart@uky.edu,
-85.615517,38.345068,Farmers' Market,Prospect Area Farmers' Market,"Prospect, KY 40059",Steve Hess,,(502) 426-9979,hess_s@bellsouth.net,
-84.6585555,37.2784114,Farmers' Market,Pulaski Growers Farmers' Market,"Eubank, KY 42567",Lois Alexander,,(606) 423-2587,no email,
-85.9202327,37.8338245,Farmers' Market,Radcliff Farmers' Market,"Radcliff, KY 40160",Jeffery S. England,,(270) 351-4714,jengland@radcliff.org,
-85.6590203,38.252036,Farmers' Market,Rainbow Blossom Farmers' Market,"3738 Lexington Road Louisville, KY 40207",Lane Tucker,,(502) 896-0189,lane.tucker@rainbowblossom.com,http://www.rainbowblossom.com
-83.5315093,37.0121018,Farmers' Market,Red Bird Mission Food Security Project And Farmers' Market,"70 Queendale Center Beverly, KY 40913",Travis Adkins,,(606) 598-0520,tadkins@rbmission.org,
-84.3333017,37.3954851,Farmers' Market,Renfro Valley KOA Farmers' Market,"184 KOA Campground Road Mt Vernon, KY 40456",Holly Richard,,(606) 256-2474,holly_richard@hotmail.com,
-85.1793979,38.6808958,Farmers' Market,Riverview Farmers' Market,"Carrollton, KY 41008",Christin Herbst,,(502) 732-7030,christin.herbst@uky.edu,
-85.7157924,37.9883991,Farmers' Market,Robards Barn Farmers' Market,"Shepherdsville, KY 40165",Shelly King,,(502) 645-0774,robardsbarn@gmail.com,
-84.3404919,37.3528615,Farmers' Market,Rockcastle County Farmers' Market,"Mt Vernon, KY 40456",Brenda Parsons,,(606) 231-3918,kaykayt4.95@gmail.com,
-86.5488713,37.5900543,Farmers' Market,Rough River Dam Farmers' Market,"Falls Of Rough, KY 40119",Patti Owen,,(270) 257-2311,patti.owen@ky.gov,
-83.4326841,38.1839705,Farmers' Market,Rowan County Farmers' Market,"Morehead, KY 40351",Bob Marsh,,(606) 784-5457,rmarsh@uky.edu,
-85.0885667,37.0561788,Farmers' Market,Russell County Farmers' Market,"Russell Springs, KY 42642",Darrell Andrews,,(270) 343-4475,darrell@duo-county.com,
-84.5588311,38.2097967,Farmers' Market,Scott County Farmers' Market,"Georgetown, KY 40324",Sharon Flynt,,(502) 863-0984,sflynt@uky.edu,http://scott.ca.uky.edu/FarmersMarket
-85.2235666,38.2120144,Farmers' Market,Shelby County Farmers' Market,"Shelbyville, KY 40065",Lea Miller,,,shelbycountyfarmersmarket@gmail.com,http://www.shelbycokyfarmersmarket.com
-85.3552349,38.22257,Farmers' Market,Simpsonville Farmers' Market,"Simpsonville, KY 40067",Chris Turlock,,(502) 722-8793,simpsonvillepark@cityofsimpsonvilleky.com,
-86.4808043,36.9685219,Farmers' Market,"SoKY Marketplace, Inc.","Bowling Green, KY 42101",Courtney McBaen,,(270) 202-0256,sokymarketplace@gmail.com,http://www.sokymarketplace.org
-84.6041084,37.0920222,Farmers' Market,Somerset Farmers Market,"Somerset, KY 42501",Sharon Walton,,(606) 871-0410,no email,http://www.somersetfarmersmarket.com
-85.7820416,38.1830462,Farmers' Market,South Points Farmers' Market,"Louisville, KY 40215",Kala Diamond,,(502) 491-0072,market@foodliteracyproject.org,
-85.8281458,38.0950217,Farmers' Market,Southwest Farmers Market,"Louisville, KY 40272",Myra Michele Pendleton,,(502) 937-9499,michelependleton.66@gmail.com,
-84.9097338,38.6804851,Farmers' Market,Sparta Farmers' Market,"100 Main Street Sparta, KY 41086",Vona V. Fuellhart,,,vona@libertybb.com,
-85.62301,38.2272106,Farmers' Market,St. Andrew Farmers' Market,"2608 Browns Lane Louisville, KY 40220",Cheryl Willett,,(502) 452-1777,cheryl901@bellsouth.net,http://www.saintandrewucc.org/eventsinfo/our-farmers-market
-85.634576,38.3276462,Farmers' Market,St. Francis in the Fields Farmers' Market,"Harrods Creek, KY 40027",Elaine Hambley,,(812) 968-3693,hambleyfarms@gmail.com,
-85.6466346,38.2517813,Farmers' Market,St. Matthews Farmers' Market,"4100 Shelbyville Road Louisville, KY 40207",Dale Mercker,,(502) 896-1161,stmatthewsfarmersmarket@gmail.com,http://smfarmersmarket.com/
-85.3424533,38.0317304,Farmers' Market,Taylorsville Farmers' Market,"Taylorsville, KY 40071",Sandi Deutsch,,(502) 477-2217,deutschfarmllc@gmail.com,https://spencer.ca.uky.edu/farmersmarket
-84.6008093,39.0140872,Farmers' Market,The Dixie Farmers' Market,"Erlanger, KY 41018",Jenifer Megerle,,(859) 727-2525,jenifer.megerle@cityoferlanger.com,
-85.3419069,37.3433974,Farmers' Market,The Farmers' Market Association of Taylor County,"Campbellsville, KY 42718",Kenneth Pierce,,(270) 465-5995,kenneth@kennethpierce.com,
-85.7624992,38.2169261,Farmers' Market,UofL Belknap Farmers' Market,"Louisville, KY 40292",Darlene Shircliff,,(502) 852-6250,darlene@louisville.edu,
-84.8491126,36.8297937,Farmers' Market,Wayne County Farmers' Market,"Monticello, KY 42633",Glen Roberts,,(606) 348-8453,groberts@uky.edu,
-87.731749,37.408222,Farmers' Market,Webster County Farmers' Market #1WC,"211 US Highway 41A Dixon, KY 42409",Vicki Shadrick,,(270) 639-9011,vicki.shadrick@uky.edu,
-85.9435746,37.9995164,Farmers' Market,West Point Farmers' Market,"West Point, KY 40177",Gary Masterson,,,Gary23502@gmail.com,
-85.5766466,38.3018831,Farmers' Market,Westport Road Baptist Farmers' Market,"Louisville, KY 40241",Sandi Deutsch,,(502) 252-1400,deutschfarmllc@gmail.com,
-84.1596561,36.7434169,Farmers' Market,"Whitley County Farmers' Market, Inc.","Williamsburg, KY 40769",Nancy Hayes,,(606) 515-0011,wcfarmermarket@gmail.com,whitley.ca.uky.edu/FarmersMarket
-84.1796503,37.990079,Farmers' Market,Winchester-Clark County Farmers' Market,"Winchester, KY 40391",Molly Stotts,,(859) 229-9469,myfathersgarden@hotmail.com,
-83.547409,37.7342526,Farmers' Market,Wolfe County Farmers' Market,"Campton, KY 41301",Heather Graham,,(606) 668-3712,heather.graham@uky.edu,
-84.7585019,38.0471492,Farmers' Market,Woodford County Farmers' Market,"184 Beasley Dr. Versailles, KY 40383",Faye Kuosman & Connie Sanrock,,(859) 873-4601,faye.tewksbury@uky.edu,
-88.361781,36.948927,Farmers' Market,ZCBC Farmers' Market,"1532 US-68W Benton, KY 42025",Charles Frazier,,(270) 703-8048,kygardening@gmail.com,
-87.2100769,36.861744,Horticulture Supply,"Deerfield Supplies, LLC","2825 Stringtown Road, Elkton, KY 42220",,,(270)-265-2425,,"Greenhouse and Vegetable, Specialized Production Implements, Irrigation Equipment, Fertilizers"
-84.8668886,37.2115791,Horticulture Supply,Martin's Produce Supply,"5627 S Fork Ridge Rd, Liberty, KY 42539",,,(606)-787-9389,,
-84.7893124,37.6404232,Horticulture Supply,Pro Ag Sales and Service,"410 Valksdahl Ave, Danville, KY 40422",,,(859)-236-1445,,
-87.1689336,36.7527702,Horticulture Supply,"Kentucky Organic Farm and Feed, Inc.","4050 Guthrie Road, Guthrie KY 42234",,,(270)-265-5004,,Organic Fertilizers
-87.3834915,36.7457754,Horticulture Supply,"D and R Supplies, LLC","1472 Pruitt Lane, Pembroke KY 42266",,,(270)-475-2160,,"Greenhouse, Garden Seeds, Liquid Fish Fertilizer, Sprayers"
-87.5122975,36.7556511,Horticulture Supply,"Hopkinsville AG, LLC","2850 Memory Lane, Hopkinsville KY 42240",,,(270)-887-0083,,"Custom Seed Mixes, Fertilizers"
-87.2046653,36.8775749,Horticulture Supply,Scenic Acres,"3577 Stringtown Road, Elkton KY 42220",,,(270)-265-5835,,"Greenhouse and High Tunnels, Greenhouse Doors, Hobby Houses"
-87.1215581,36.9181562,Horticulture Supply,Ramer Seed Supply,"344 Boley Road, Sharon Grove KY 42280",,,(270)-277-7107,,"Alta, Barrenbrug, WIL Alfalfas, Partners Brand"
-87.2987352,36.855352,Horticulture Supply,Sauder Farm Country Market,"959 Britmart Road, Elkton KY 42220",,,(270)-885-1048,,Vegetable Seed Supply
-87.4102887,36.8386134,Horticulture Supply,Sunnyside Greenhouse,"1220 Edwards Mill Road, Hopkinsville KY 42240",,,,,Custom Germinating and Finishing Plants
-87.2953603,36.8376531,Horticulture Supply,IR Greenhouse Installation,"443 Roger Q Mill Rd Pembroke, KY 42266",,,(270)-886-4344,,
-84.513317,37.498483,Horticulture Supply,Schrock's Produce Supply,"2598 Hwy. 39 N. Crab Orchard, KY 40419",,,(606)-355-7534,,Closed Thursday and Sunday
-84.939888,37.194364,Produce Auction,Casey County Produce Auction,"524 S Fork Creek Rd, Liberty, KY 42539",,,(606) 787-5158,http://www.uky.edu/ccd/pricereports/KYPA/casey,(606) 787-0570
-87.30877,36.84835,Produce Auction,Fairview Produce Auction,"10292 US Hwy 68E, Pembroke, KY 42266",,,(270) 887-0053,http://www.uky.edu/ccd/pricereports/KYPA/fairview,(270) 712-8502
-85.972379,37.293561,Produce Auction,Hart County Produce Auction,"6880 Cub Run Hwy, Munfordville, KY 42765",,,(270) 624-0005,http://www.uky.edu/ccd/pricereports/KYPA/hart,
-84.514334,37.502641,Produce Auction,Lincoln County Produce Auction,"2896 KY Hwy 39 N, Crab Orchard, KY 40419",,,(606) 355-0030,http://www.uky.edu/ccd/pricereports/KYPA/lincoln,(606) 355-0001
-83.71597,38.137246,Produce Auction,Bath County Produce Auction,"2914 East Hwy 60, Owingsville, KY 40360",Dan Miller,Auction Manager,(606) 336-0103,http://www.uky.edu/ccd/pricereports/KYPA/bath,
-87.356741,36.8558016,Roadside Stand,Hoover's Garden Patch,"615 Old Butler Road, Hopkinsville KY 42240",,,,,
-87.1558438,36.6856526,Roadside Stand,Jo Ann's Country Flowers,"6785 Russellville Road, Guthrie KY 42234",,,(270)-483-2806,,
-87.4964361,36.7226066,Roadside Stand,Country Side Fruit Market,"2425 Milliers Mill Road, Oak Grove KY 42262",,,(270)-885-4816,,
-86.7005349,37.1138989,Roadside Stand,A Littlebit of Wylie,"1127 Richland Church Road Morgantown, KY 42261",Gina Wylie,,(270) 526-8697,ginawylie11602@aol.com,
-85.4226497,37.0623818,Roadside Stand,Amelia Mcgough/Dba Gingerbread Farm & Gardens,"5055 Edmonton Road Columbia, KY 42728",Amelia Mcgough,,(270) 250-5873,gingerbreadtradingpost@gmail.com,
-82.9685365,36.9844163,Roadside Stand,Apple Tree Orchards,"21991 Us 119 Cumberland, KY 40823",Terry Creech,,(606) 589-5735,gandtcreech@yahoo.com,
-83.4381563,38.2547215,Roadside Stand,Arv's Woodworking & Crafts,"4455 Cranston Road Morehead, KY 40351",Arv Allen,,(606) 784-5916,allenarv1948@gmail.com,
-84.856942,38.4274562,Roadside Stand,Ayres Family Orchard,"525 Wilson Ln Owenton, KY 40359",Larry Ayres,,(502) 484-5236,ayresapples@att.net,www.ayresapples.com
-85.8477588,37.3735118,Roadside Stand,Backwood Craft,"2717 Locust Grove Road Bonnieville, KY 42713",Curtis Nunn,,(270) 531-3301,cnmoparman@yahoo.com,
-84.3565416,37.7641282,Roadside Stand,Baldwin Farms,"1113 Tates Creek Rd Richmond, KY 40476",Margery Baldwin,,(859) 582-5785,mbaldwin@baldwinfarmsky.com,www.baldwinfarmsky.com
-84.2261198,37.9442351,Roadside Stand,"Beech Springs Farm Market, LLC","4776 Old Boonesboro Rd Winchester, KY 40391",Mary Beth Hendricks,,(859) 744-2868,mbhend27@yahoo.com,www.beechspringsfarmmarket.com
-84.3,37.57,Roadside Stand,Berea College Farm,"CPO 1743 Berea, KY 40404",Sean Clark,,(859) 985-3402,farmstore@berea.edu,www.berea.edu/anr/farm-enterprises/
-88.6957019,37.0853515,Roadside Stand,Berries By The Mall,"5315 Stanley Cemetery Road Paducah, KY 42001",Burton Gregory,,(270) 705-1677,kgarey50@hotmail.com,
-84.5639115,38.2267848,Roadside Stand,Bi-Water Farm & Greenhouse,"877 Cincinnati Rd Georgetown, KY 40324",Stephen Fister,,(502) 863-3676,biwaterfarm@bellsouth.net,www.biwaterfarm.com
-84.1489607,37.8648211,Roadside Stand,Big - Swing Farm,"2645 Doylesville Rd Richmond, KY 40475",Martha W. Thurman,,(859) 624-0211,davidsgirl614@aol.com,
-83.1741035,38.6058757,Roadside Stand,Big Barn Farm Store,"225 Mongomery Rd PO Box 550 Garrison, KY 41141",Jacob Bentley,,(606) 757-9208,jakegwena@outlook.com,
-83.7728189,37.6243801,Roadside Stand,Bledsoe's Farm,"3572 Highway 399 Beattyville, KY 41311",Charles Bledsoe,,(606) 560-6027,cbledsoe2000@yahoo.com,
-84.8206388,37.2202503,Roadside Stand,Bobbett's,"106 Country Way Liberty, KY 42539",Bobbett Jascor,,(606) 787-0926,bobbett@windstream.net,www.BobbettsGarlic.com
-85.3316969,38.5674913,Roadside Stand,Bray Orchard & Roadside Market,"2580 Hwy 42 W Bedford, KY 40006",Jamae Bray Pyles,,(502) 255-3607,brayorch@bellsouth.net,www.brayorchards.com
-88.7810866,36.5027779,Roadside Stand,Broken Comb Apiaries,"1404 E Stateline Rd Fulton, KY 42041",David Harmeling,,(573) 703-6560,dmhclh@gmail.com,
-87.550369,37.3578958,Roadside Stand,Brumfield Farm Market,"3320 Nebo Rd Madisonville, KY 42431",David Brumfield,,(270) 821-2721,brumfieldmarket@att.net,www.brumfieldfarmmarket.com
-85.521782,37.401995,Roadside Stand,Brush Creek Blueberries and Produce,"659 Taylors Chapel Road Campbellsville, KY 42718",Jacky Pierce,,(270) 465-1221,kenneth@kennethpierce.com,
-84.2645671,37.57808,Roadside Stand,Bygone Blooms Farm,"328 Short Line Pike Berea, KY 40403",Tiffany Johnson,,,johnsontrose@outlook.com,
-84.528332,37.974682,Roadside Stand,Caludi's Fields,"4210 Nicholasville Rd Lexington, KY 40515",Cal & Judi Blake,,(859) 285-0609,caludib@windstream.net,
-87.60732,37.7261418,Roadside Stand,Cates Farm,"8132 Pruitt Agnew Rd Henderson, KY 42420",Amy Cates,,(270) 827-1135,catesfarmpro@yahoo.com,
-85.677921,37.9250644,Roadside Stand,Cavalcade Farm,"1348 Clermont Road Shepherdsville, KY 40165",Darrell Hester,,(502) 648-2044,darrellhester14@gmail.com,
-87.9085204,37.1422109,Roadside Stand,Cayce's Pumpkin Patch/Cayce Farms,"153 Farmersville Road Princeton, KY 42445",Harold Cayce,,(270) 365-2132,e.cayce@att.net,www.caycespumpkinpatch.com
-87.3198831,37.6606167,Roadside Stand,Cecil Farms Produce Delivery,"8753 and 9408 Mulligan Road Owensboro, KY 42301",Suzanne Cecil White,,(270) 929-1445,suzannececilwhite@gmail.com,www.cecilfarmspd.com
-83.9786615,38.4890906,Roadside Stand,Cedar Oak Farm,"1874 Ogden Ridge Road Mt Olivet, KY 41064",Wendy Mitchell,,(606) 842-0325,rfd4ems@yahoo.com,
-87.3015254,37.0665474,Roadside Stand,Coal Creek Orchard,"22850 Coal Creek Rd Hopkinsville, KY 42240",Cory Houston,,(270) 348-4720,coal.creek16@gmail.com,
-85.6370372,38.0156987,Roadside Stand,Country Corner Greenhouse & Nursery Inc.,"4877 Hwy 44E Shepherdsville, KY 40165",Ann Vowels,,(502) 955-8635,countrycornergreenhouse@gmail.com,www.countrycornergreenhouse.com
-84.0956129,38.7204857,Roadside Stand,Country Love Sales,"3243 Bladeston Drive Brooksville, KY 41004",Linda Or Doug Campoamor,,(606) 735-2096,doug@countrylovesales.com,www.countrylovesales.com
-83.6041307,38.1893937,Roadside Stand,Crawford's,"6485 Lower Licking Rd Morehead, KY 40351",Will Crawford,,(606) 776-7991,wscraw28@yahoo.com,
-86.7856467,37.1757503,Roadside Stand,D & D Family Produce,"488 Stringtown Rd Morgantown, KY 42261",Dennis Cardwell,,(270) 526-2169,djcardwell1@hotmail.com,
-84.537737,38.1913997,Roadside Stand,Dan Propes,"258 Harmony Ridge Georgetown, KY 40324",Dan Propes,,(270) 590-5436,doc134134@yahoo.com,
-85.5819111,37.2086397,Roadside Stand,Davis Family Farms,"313 Hwy 1464 Greensburg, KY 42743",David R. Davis,,(270) 565-1336,,
-85.8300472,37.1803189,Roadside Stand,Dennison's Roadside Market,"5824 S Jackson Hwy Horse Cave, KY 42749",Paul & Kathy Dennison,,(270) 786-1663,caffiekat@yahoo.com,
-84.873988,37.851806,Roadside Stand,Devine's Farm & Corn Maze,"188 Man O War Harrodsburg, KY 40330",Glenn & Martina Devine,,(859) 613-6900,info@devinescornmaze.com,www.devinescornmaze.com
-83.547409,37.7342526,Roadside Stand,Donald & L. Marie McClure,"5114 Holly Rd P O Box 823 Campton, KY 41301",Donald & L Marie McClure,,(606) 668-9903,don_marie_2001@yahoo.com,
-84.1927382,36.887679,Roadside Stand,Double Hart Farm,"6550 Cumberland Falls Rd Corbin (Whitley), KY 40701",Gerald Hart,,(606) 523-0465,,
-83.6096036,38.4828847,Roadside Stand,Doyle Family Produce,"36 Foxport Rd 777 Murray Ln Flemingsburg, KY 41041",Darrell Doyle,,(606) 748-0855,darrelldoyle@windstream.net,
-87.4752848,37.5511753,Roadside Stand,Durbin Farms,"1360 Sassafras Grove Rd Sebree, KY 42455",Megan Durbin,,(812) 630-6856,megan.durbin@ymail.com,
-86.3399949,36.7426737,Roadside Stand,E Habegger Produce,"4796 Old Franklin Rd Scottsville, KY 42164",Joseph H Habegger,,(270) 622-8083,barnold@nctc.com,
-85.0760633,37.0320413,Roadside Stand,"Elohem Inc., DBA: The Fruit Market","2408 S. Hwy. 127 Russell Springs, KY 42642",Cynthia Record or Joe Branscum,,(270) 866-5250,eloheminc@duo-county.com,
-84.4770151,38.2097991,Roadside Stand,Evans Orchard and Cider Mill LLC,"180 Stone Rd Georgetown, KY 40324",Kevan Evans,,(502) 863-2255,info@evansorchard.com,www.evansorchard.com
-85.2270934,37.675589,Roadside Stand,Family Fields i Market,"308 Lebannon Hill Springfield, KY 40069",Talena Coolow / Steve Smith,,(859) 481-1516,talenac1976@att.net,
-82.9286428,38.5443707,Roadside Stand,Feathered Wing Farm,"45 Katherine Lane Greenup, KY 41144",Kimberly Harris,,(606) 932-8065,sirrahkim@aol.com,
-85.7568739,37.0401842,Roadside Stand,Forever Acres,"4748 Big Meadow Rd Knob Lick, KY 42154",Cindy Byrd,,(270) 590-8117,bryd.cindy68@gmail.com,
-85.0076452,37.6062096,Roadside Stand,Freckle Face Farm,"4818 Us 68 West Perryville, KY 40468",Ashley Miller,,(859) 516-5001,ashleyaltm@yahoo.com,
-85.1575322,38.2297152,Roadside Stand,Gallrein Farms,"1029 Vigo Rd Shelbyville, KY 40065",Milia Hurst,,(502) 633-4849,gallreinfarms@aol.com,www.gallreinfarms.com
-88.5874323,36.959508,Roadside Stand,Garrett Farms,"3800 Hardmoney Rd Paducah, KY 42003",Danny Garrett,,(270) 366-1110,mariana_wwe10@hotmail.com,
-85.1425396,38.6767768,Roadside Stand,Geez Beez,"119 Comanche Trail Carrollton, KY 41008",Dave Roberts,,(502) 525-2787,mygeezbeez@gmail.com,
-85.4278346,38.0149562,Roadside Stand,Grandma's Footsteps Canning And Homegoods,"1767 Lilly Pike Taylorsville, KY 40071",Jessica Webster,,,jw87201@gmail.com,www.facebook.com/GFCanning
-84.8935595,36.9870159,Roadside Stand,Grandpa Steve's Berrylicious Farm,"688 Hwy. 3277 Jabez, KY 42544",Stephen Shepard,,,grandpastevesberryliciousfarm65@aol.com,
-86.5266133,36.8785403,Roadside Stand,Great Berries Farm,"9550 Nashville Rd Bowling Green, KY 42101",Michael T. Webster,,(270) 368-0003,michaelwebster@insightbb.com,
-84.8562713,37.9013409,Roadside Stand,Green Acres Produce,"4395 Louisville Road Salvisa, KY 40372",Tony Beasley,,,,
-84.72697,37.064098,Roadside Stand,Haney's Appledale Farm,"8350 Hwy W 80 Nancy, KY 42544",Mark & Don Haney,,(606) 636-6148,haneys@haneysappledalefarm.com,www.haneysappledalefarm.com
-87.3925036,37.6164881,Roadside Stand,Happy Hollow Farms,"9730 KY 136 W Calhoun, KY 42327",James Murdock,,(270) 499-3774,kale_0000@yahoo.com,
-85.157973,37.0259429,Roadside Stand,Hiland Farm,"451 R. Thompson Rd Russell Springs, KY 42642",Paula Thompson,,(270) 866-6263,abc@duo-county.com,
-82.9754653,37.334794,Roadside Stand,Hindman Settlement School,"56 Education Lane Hindman, KY 41822",Jason Brashear,,(606) 785-5475,jbrashear@hindmansettlement.org,www.hindmansettlement.org
-85.6195037,37.4998227,Roadside Stand,Hinton's Orchard & Farm Market,"8361 Campbellsville Rd Hodgenville, KY 42748",Jeremy And Joanna Hinton,,(270) 325-3854,joanna@hintonsorchard.com,www.hintonsorchard.com
-85.6280898,38.3479962,Roadside Stand,Hiphip Homemade,"6700 Riverway Dr Prospect, KY 40059",Shannon Drabant,,(502) 494-9831,Drabant@me.com,
-83.3835135,37.5531457,Roadside Stand,Homestead Farms,"9958 Hwy. 1110 Jackson, KY 41339",Ty Back,,(606) 568-0840,tback@uky.edu,
-83.3314874,37.3434215,Roadside Stand,Honey Flower Farm,"115 Little Clabe Dr Hazard, KY 41701",Anita Noble,,,rebel13heart@yahoo.com,
-87.5677814,37.8702541,Roadside Stand,Hopson Farms,"5422 Hwy 41 A Henderson, KY 42420",Mindy Hopson,,(270) 827-4562,mmhopson@hotmail.com,
-86.87138,37.6831068,Roadside Stand,Howard Farms,"10800 Old Leichfield Rd Whitesville, KY 42378",Barry Howard,,(270) 315-6018,barryhoward35@yahoo.com,
-84.8207628,38.2444769,Roadside Stand,Hutcherson Family Grown Produce,"2630 Steadmantown Ln Frankfort, KY 40601",Robert Hutcherson Jr.,,(502) 695-4232,veggieman4232@yahoo.com,
-82.817099,38.532651,Roadside Stand,Imel's Greenhouse,"2836 State Route 1 Greenup, KY 41144",Kenneth Imel,,(606) 473-1708,hjiery@live.com,
-84.7796025,37.8476133,Roadside Stand,Infinity View Farm,"265 Lunsford Lane Harrodsburg, KY 40330",Erin Smith,,(859) 806-3442,info@infinityviewfarm.com,www.infinityviewfarm.com
-85.7449065,37.9411182,Roadside Stand,Insane Acres Farm,"360 Pumpkin Rd Shepherdsville, KY 40165",Crystal Castro,,,Insaneacresfarm@gmail.com,
-84.6671655,37.3899724,Roadside Stand,J And J Farm,"105 South Fork Lake Rd Waynesburg, KY 40489",Julian Turpin,,(606) 282-8017,relaxme@newwavecomm.net,
-86.457005,37.043548,Roadside Stand,Jackson's Orchard & Nursery Inc,"1280 Slim Island Rd Bowling Green, KY 42101",Bill Jackson,,(270) 781-5303,JacksonsOrchard@hughes.net,www.jacksonsorchard.com
-84.5357902,37.7143816,Roadside Stand,Jlo Family Farm,"1413 Scotts Fork Road Lancaster, KY 40444",Mike Osborne,,(859) 229-9094,Lynn@mespecialty.com,
-84.2449169,38.2709502,Roadside Stand,Julie's Pumpkins,"1069 Ruddles Mill Rd Paris, KY 40361",Julie & Dennie Ferrell,,(859) 987-4498,julieferrell@att.net,
-86.6500685,36.8683251,Roadside Stand,Just Piddlin Farm,"10830 S. Morgantown Rd Woodburn, KY 42170",Chip & Jill Willingham,,(270) 542-6769,rwillingham@logantele.com,www.justpiddlinfarm.com
-84.9914908,38.2750373,Roadside Stand,Keach Manor,"4701 Lebanon Rd Bagdad, KY 40003",Nathe & Amy Keach,,(502) 607-0262,info@keach.us,www.keach.us
-83.5120347,37.9143689,Roadside Stand,Kentucky Gold Honey Products,"118 Fern Drive Wellington, KY 40387",Larry Hood,,(606) 768-9095,lh214037@gmail.com,
-86.8519417,36.6675425,Roadside Stand,Kimlee Farms,"8575 Watermelon Road Adairville, KY 42202",Brent Lee,,(270) 542-9370,leeneon@logantele.com,
-84.5973692,37.8871303,Roadside Stand,Knight Enterprises,"108 Lone Oak Dr Nicholasville, KY 40356","Dexter, Derek, and Dalton Knight",,(859) 887-1918,knight9095@windstream.net,
-84.9699905,37.59826,Roadside Stand,Knobview Farm,"12640 Lebanon Road Perryville, KY 40468",Joyce Taylor,,(859) 332-2539,knobviewfarm@yahoo.com,
-88.2938678,36.889507,Roadside Stand,Ky Hydro Farm LLC,"14 Moors Camp Hwy Benton, KY 42025",Jerry Wyatt,,(270) 703-2183,wyatt-jerry@att.net,KYhydrofarm.com
-85.208413,38.2102429,Roadside Stand,Lani's Honey Farm,"12 Main St Shelbyville, KY 40065",Lani Basberg,,(502) 321-2074,lani.basberg@gmail.com,
-83.6749145,37.4761991,Roadside Stand,Life Of Riley Farm,"1351 Amburgy Road Booneville, KY 41314",John Riley,,(606) 593-7496,nathanriley@jacksonenergy.com,
-84.6618876,37.5311901,Roadside Stand,Linda's Concessions,"322 Choctaw Trail Stanford, KY 40484",Linda Downs,,,wpdowns@adelphia.net,
-84.8612037,38.3677817,Roadside Stand,Luther Farm,"16105 Highway 127 South Owenton, KY 40359",Kevin Luther,,(502) 227-9798,klutherfarm@gmail.com,
-86.1996259,37.1555438,Roadside Stand,Mammoth Cave Transplants,"5394 Brownsville Rd Brownsville, KY 42210",Janet Dennison,,(270) 597-2533,jandave439@windstream.net,www.mammothcavetransplants.com
-88.2577231,37.4234615,Roadside Stand,McGlone Farms/Griffith Gardens,"7185 State Route 135 Marion, KY 42064",Rebecca Ann McGlone,,(270) 965-4069,rmcglon1@att.net,
-83.9084458,38.4376613,Roadside Stand,McLeans Aero-Fresh Fruit,"4085 Ewing Rd Ewing, KY 41039",Michael McLean,,(606) 267-6511,mlmclean55@yahoo.com,
-84.4564877,37.5464147,Roadside Stand,McQuerry's Herbs N Heirlooms,"169 Pine Hill Paint Lick, KY 40461",Glenda McQuerry,,(859) 792-8268,hmcquerry@gmail.com,
-85.80147,38.201282,Roadside Stand,Melton Produce,"3405 Dixie Hiway Louisville, KY 40216",Greg Melton,,(502) 751-9792,gregmelton37@yahoo.com,
-84.8420736,38.6680046,Roadside Stand,Michels Family Farm,"4275 KY Hwy 1316 Sparta, KY 41086",Jeff Michels,,(859) 643-2511,,
